"study_id" "identifier" "therapeutic_area" "type" "route_of_administration" "species" "duration" "dose" "pre_treatment" "dose_interval" "dose_lethality" "noael" "noael_sex" "adverse_findings" "body_weight" "body_weight_gain" "death_diagnosis" "neurological_clinical_signs" "git_clinical_signs" "other_clinical_signs" "lab_measurements" "macroscopic" "macroscopic_target" "pathology" "organ_weight" "organ_weight_target" "cardiovascular_effects"
"389" "Study 90" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "cynomolgus" 52 "7.5" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "yes-vomitus-na, yes-non formed feces-na, yes-liquid feces-na" "no" "no" "yes-decreased sensory conduction velocity-r, yes-decreased motor conduction velocity-r" "sural nerve, peroneal nerve" "ayes" "no" "no" "no"
"390" "Study 91" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "rat" 26 "0" "NA" "qod" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"391" "Study 91" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "rat" 26 "1" "NA" "qod" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "no" "ayes-skin lesions-nr" "injection site" "ayes" "no" "no" "no"
"392" "Study 91" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "rat" 26 "3" "NA" "qod" "NA" "no" "NA" "yes" "yes-decrease-r" "yes-decrease-r" "no" "no" "no" "no" "no" "ayes-skin lesions-nr" "injection site" "ayes" "no" "no" "no"
"393" "Study 91" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "rat" 26 "10" "NA" "qod" "NA" "no" "NA" "yes" "yes-decrease-tr" "yes-decrease-r" "no" "no" "no" "no" "no" "ayes-skin lesions-nr" "injection site" "ayes" "no" "no" "no"
"394" "Study 92" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "cynomolgus" 13 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"395" "Study 92" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "cynomolgus" 13 "0.10000000000000001" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"396" "Study 92" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "cynomolgus" 13 "0.29999999999999999" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"397" "Study 92" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "cynomolgus" 13 "1" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"398" "Study 93" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "rat" 13 "0" "NA" "qod" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"399" "Study 93" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "rat" 13 "0.10000000000000001" "NA" "qod" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"400" "Study 93" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "rat" 13 "0.25" "NA" "qod" "NA" "no" "NA" "no" "yes-decrease-tr" "yes-decrease-tr" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"401" "Study 93" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "rat" 13 "0.59999999999999998" "NA" "qod" "NA" "no" "NA" "no" "yes-decrease-tr" "yes-decrease-tr" "no" "no" "no" "no" "no" "yes-skin lesions-r" "injection site" "yes" "no" "no" "no"
"402" "Study 93" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "rat" 13 "3" "NA" "qod" "NA" "yes" "both" "no" "yes-decrease-tr" "yes-decrease-tr" "no" "no" "no" "no" "no" "yes-skin lesions-r" "injection site" "yes" "no" "no" "no"
"403" "Study 94" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "rat" 4 "0" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"404" "Study 94" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "rat" 4 "0.29999999999999999" "NA" "week" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"405" "Study 94" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "rat" 4 "1" "NA" "week" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"406" "Study 94" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "rat" 4 "3" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "no" "no" "no" "ayes" "no" "no" "no"
"407" "Study 94" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "rat" 4 "6" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "no" "no" "no" "ayes" "no" "no" "no"
"408" "Study 95" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "cynomolgus" 4 "0" "NA" "qod" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"409" "Study 95" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "cynomolgus" 4 "0.25" "NA" "qod" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-vomitus-r" "no" "no" "no" "no" "no" "no" "no" "no"
"410" "Study 95" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "cynomolgus" 4 "1" "NA" "qod" "NA" "no" "NA" "yes" "no" "no" "no" "yes-abnormal posture-na" "yes-vomitus-r" "yes-morbidity-na" "no" "no" "no" "ayes" "no" "no" "no"
"411" "Study 95" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "cynomolgus" 4 "5" "NA" "qod" "NA" "no" "NA" "yes" "yes-decrease-na" "yes-decrease-na" "no" "yes-abnormal posture-na" "yes-vomitus-r" "yes-morbidity-na" "no" "no" "no" "ayes" "no" "no" "no"
"412" "Study 95" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "cynomolgus" 7 "1" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "yes-vomitus-r" "no" "no" "no" "no" "ayes" "no" "no" "no"
"413" "Study 95" "Compound 18" "Cardiovascular and Metabolism" "sm" "subcutaneous" "cynomolgus" 7 "5" "NA" "week" "NA" "no" "NA" "yes" "no" "no" "no" "no" "yes-vomitus-r" "yes-morbidity-na" "no" "no" "no" "ayes" "no" "no" "no"
"414" "Study 96" "Compound 19" "Neuroscience" "sm" "oral" "dog" 39 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"415" "Study 96" "Compound 19" "Neuroscience" "sm" "oral" "dog" 39 "10" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-vomitus-r, yes-liquid feces-r" "yes-discharge-r" "no" "yes-increase-r" "eye, adrenal gland" "no" "no" "no" "no"
"416" "Study 96" "Compound 19" "Neuroscience" "sm" "oral" "dog" 39 "30" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-vomitus-r, yes-liquid feces-r" "yes-discharge-r" "yes-r" "yes-increase-r" "eye, adrenal gland" "no" "no" "no" "no"
"417" "Study 96" "Compound 19" "Neuroscience" "sm" "oral" "dog" 39 "80/125" "NA" "day" "NA" "no" "NA" "yes" "no" "ayes-moderate-decrease-r" "no" "ayes-abnormal gait-r, ayes-hypoactivity-r, ayes-tremor-r" "yes-vomitus-r, yes-liquid feces-r" "yes-discharge-r" "yes-r" "yes-increase-r" "eye, adrenal gland" "yes" "yes-increase-tr" "adrenal gland" "no"
"418" "Study 97" "Compound 19" "Neuroscience" "sm" "oral gavage" "rat" 26 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"419" "Study 97" "Compound 19" "Neuroscience" "sm" "oral gavage" "rat" 26 "100" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "yes-abnormal gait-r" "yes-salivation-r, yes-mouth rubbing-r" "no" "no" "no" "no" "no" "no" "no" "no"
"420" "Study 97" "Compound 19" "Neuroscience" "sm" "oral gavage" "rat" 26 "600" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "yes-abnormal gait-r" "yes-salivation-r, yes-mouth rubbing-r" "no" "no" "no" "no" "no" "no" "no" "no"
"421" "Study 97" "Compound 19" "Neuroscience" "sm" "oral gavage" "rat" 26 "1000" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "yes-abnormal gait-r" "yes-salivation-r, yes-mouth rubbing-r" "no" "no" "no" "no" "no" "no" "no" "no"
"422" "Study 98" "Compound 19" "Neuroscience" "sm" "oral" "dog" 13 "0" "NA" "day" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"423" "Study 98" "Compound 19" "Neuroscience" "sm" "oral" "dog" 13 "10" "NA" "day" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"424" "Study 98" "Compound 19" "Neuroscience" "sm" "oral" "dog" 13 "30" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "yes-discharge-r" "no" "no" "no" "no" "no" "no" "no"
"425" "Study 98" "Compound 19" "Neuroscience" "sm" "oral" "dog" 13 "80" "NA" "day" "NA" "no" "NA" "yes" "yes-slight-decrease-nr" "yes-decrease-r" "no" "no" "yes-vomitus-r" "yes-discharge-r" "yes-r" "no" "no" "no" "no" "no" "no"
"426" "Study 99" "Compound 19" "Neuroscience" "sm" "oral gavage" "rat" 13 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"427" "Study 99" "Compound 19" "Neuroscience" "sm" "oral gavage" "rat" 13 "100" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "no" "no" "no" "no"
"428" "Study 99" "Compound 19" "Neuroscience" "sm" "oral gavage" "rat" 13 "600" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "yes" "no" "no" "no"
"429" "Study 99" "Compound 19" "Neuroscience" "sm" "oral gavage" "rat" 13 "1000" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-salivation-na" "no" "yes-na" "no" "no" "yes" "yes-increase-na, yes-decrease-na, yes-minimal-increase-na" "kidney, spleen, liver" "no"
"430" "Study 100" "Compound 19" "Neuroscience" "sm" "oral gavage" "rat" 6 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"431" "Study 100" "Compound 19" "Neuroscience" "sm" "oral gavage" "rat" 6 "30" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"432" "Study 100" "Compound 19" "Neuroscience" "sm" "oral gavage" "rat" 6 "150" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-salivation-na" "no" "no" "no" "no" "no" "yes-slight-increase-na" "liver" "no"
"433" "Study 100" "Compound 19" "Neuroscience" "sm" "oral gavage" "rat" 6 "600" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-salivation-na" "no" "yes-na" "no" "no" "yes" "yes-slight-increase-na" "liver" "no"
"434" "Study 101" "Compound 19" "Neuroscience" "sm" "oral" "dog" 6 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"435" "Study 101" "Compound 19" "Neuroscience" "sm" "oral" "dog" 6 "10" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"436" "Study 101" "Compound 19" "Neuroscience" "sm" "oral" "dog" 6 "30" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"437" "Study 101" "Compound 19" "Neuroscience" "sm" "oral" "dog" 6 "100" "NA" "day" "NA" "no" "NA" "yes" "ayes-marked-decrease-r" "no" "no" "no" "yes-vomitus-r,yes-salivation-r" "yes-discharge-r" "yes-r" "no" "no" "no" "no" "no" "yes-relative increase in the qtcv interval-r"
"438" "Study 102" "Compound 20" "Immunology and Inflammation" "sm" "oral gavage" "dog" 39 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"439" "Study 102" "Compound 20" "Immunology and Inflammation" "sm" "oral gavage" "dog" 39 "50" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"440" "Study 102" "Compound 20" "Immunology and Inflammation" "sm" "oral gavage" "dog" 39 "200" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"441" "Study 102" "Compound 20" "Immunology and Inflammation" "sm" "oral gavage" "dog" 39 "600" "NA" "day" "NA" "no" "NA" "yes" "yes-minimal-decrease-r" "no" "yes" "no" "yes-mild-vomitus-r, yes-salivation-r" "yes-dehydration-na, yes-morbidity-na" "ayes-effects of immune mediated hemolytic anemia-na" "no" "no" "no" "no" "no" "no"
"442" "Study 103" "Compound 20" "Immunology and Inflammation" "sm" "oral gavage" "rat" 26 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"443" "Study 103" "Compound 20" "Immunology and Inflammation" "sm" "oral gavage" "rat" 26 "30" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"444" "Study 103" "Compound 20" "Immunology and Inflammation" "sm" "oral gavage" "rat" 26 "100" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"445" "Study 103" "Compound 20" "Immunology and Inflammation" "sm" "oral gavage" "rat" 26 "300" "NA" "day" "500 (adverse clinical signs)" "no" "NA" "yes" "no" "yes-mild-decrease-r" "no" "no" "no" "no" "yes-r" "no" "no" "ayes" "yes-increase-r, yes-increase-r" "liver,kidney" "no"
"446" "Study 104" "Compound 20" "Immunology and Inflammation" "sm" "oral gavage" "rat" 4 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"447" "Study 104" "Compound 20" "Immunology and Inflammation" "sm" "oral gavage" "rat" 4 "200" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "yes-minimal-increase-r" "liver" "no"
"448" "Study 104" "Compound 20" "Immunology and Inflammation" "sm" "oral gavage" "rat" 4 "500" "NA" "day" "NA" "no" "NA" "yes" "no" "no" "yes" "ayes-hypoactivity-na, ayes-abnormal gait-na" "no" "ayes-morbidity-na" "yes-r" "no" "no" "ayes" "yes-minimal-increase-r" "liver" "no"
"449" "Study 104" "Compound 20" "Immunology and Inflammation" "sm" "oral gavage" "rat" 4 "750" "NA" "day" "1000" "no" "NA" "yes" "no" "no" "yes" "ayes-hypoactivity-na, ayes-abnormal gait-na" "no" "ayes-morbidity-na" "yes-r" "no" "no" "ayes" "yes-minimal-increase-r" "liver" "no"
"450" "Study 105" "Compound 20" "Immunology and Inflammation" "sm" "oral gavage" "dog" 4 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"451" "Study 105" "Compound 20" "Immunology and Inflammation" "sm" "oral gavage" "dog" 4 "100" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"452" "Study 105" "Compound 20" "Immunology and Inflammation" "sm" "oral gavage" "dog" 4 "300" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"453" "Study 105" "Compound 20" "Immunology and Inflammation" "sm" "oral gavage" "dog" 4 "800" "NA" "day" "NA" "no" "NA" "yes" "ayes-decrease-na" "no" "no" "no" "ayes-vomitus-na, yes-nonformed feces-na" "no" "yes-na" "no" "no" "ayes" "no" "no" "no"
"454" "Study 106" "Compound 21" "Neuroscience" "sm" "oral gavage" "dog" 39 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"455" "Study 106" "Compound 21" "Neuroscience" "sm" "oral gavage" "dog" 39 "5" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"456" "Study 106" "Compound 21" "Neuroscience" "sm" "oral gavage" "dog" 39 "10" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"457" "Study 106" "Compound 21" "Neuroscience" "sm" "oral gavage" "dog" 39 "20" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "yes" "no" "no" "no"
"458" "Study 107" "Compound 21" "Neuroscience" "sm" "oral gavage" "rat" 26 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"459" "Study 107" "Compound 21" "Neuroscience" "sm" "oral gavage" "rat" 26 "30" "NA" "day" "NA" "yes" "male" "no" "no" "no" "no" "no" "yes-clear oral discharge-r" "no" "no" "no" "no" "no" "yes-increase-r, yes-increase-r, yes-increase-r" "liver, thyroid gland, parathyroid gland" "no"
"460" "Study 107" "Compound 21" "Neuroscience" "sm" "oral gavage" "rat" 26 "80" "NA" "day" "NA" "yes" "female" "yes" "no" "no" "no" "no" "yes-clear oral discharge-r" "no" "ayes-increased calcium oxalate crystals and casts in the urine sediment-r" "no" "no" "yes" "yes-increase-r, yes-increase-r, yes-increase-r, yes-increase-r, yes-increase-r" "liver, thyroid gland, parathyroid gland, kidney, heart" "no"
"461" "Study 107" "Compound 21" "Neuroscience" "sm" "oral gavage" "rat" 26 "200" "NA" "day" "NA" "no" "NA" "yes" "ayes-decrease-r" "ayes-decrease-r" "yes" "ayes-abnormal posture-r" "yes-clear oral discharge-r" "yes-irregular respiration-r, ayes-morbidity-r, yes-abnormal haircoat-r" "ayes-increased calcium oxalate crystals and casts in the urine sediment-r" "no" "no" "ayes" "yes-increase-r, yes-increase-r, yes-increase-r, yes-increase-r, yes-increase-r, yes-increase-r" "liver, thyroid gland, parathyroid gland, kidney, adrenal gland,heart" "no"
"462" "Study 108" "Compound 21" "Neuroscience" "sm" "oral gavage" "dog" 13 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"463" "Study 108" "Compound 21" "Neuroscience" "sm" "oral gavage" "dog" 13 "10" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"464" "Study 108" "Compound 21" "Neuroscience" "sm" "oral gavage" "dog" 13 "25" "NA" "day" "NA" "no" "NA" "yes" "yes-decrease-na" "yes-decrease-na" "yes" "ayes-hypoactivity-na" "no" "ayes-morbidity-na" "ayes-initial neutropenia with or without progression into (pan)cytopenia-r" "no" "no" "yes" "no" "no" "no"
"465" "Study 108" "Compound 21" "Neuroscience" "sm" "oral gavage" "dog" 13 "60/40" "NA" "day" "60" "no" "NA" "yes" "yes-decrease-na" "yes-decrease-na" "yes" "ayes-convulsions-r,  ayes-hypoactivity-na" "ayes-vomitus-na, ayes-fecal abnormalities-na,yes-swollen abdomen-na" "ayes-morbidity-na" "ayes-initial neutropenia with or without progression into (pan)cytopenia-r" "no" "no" "yes" "no" "no" "no"
"466" "Study 109" "Compound 21" "Neuroscience" "sm" "oral gavage" "rat" 13 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"467" "Study 109" "Compound 21" "Neuroscience" "sm" "oral gavage" "rat" 13 "10" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"468" "Study 109" "Compound 21" "Neuroscience" "sm" "oral gavage" "rat" 13 "30" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-clear oral discharge-na" "no" "no" "no" "no" "yes" "no" "no" "no"
"469" "Study 109" "Compound 21" "Neuroscience" "sm" "oral gavage" "rat" 13 "100" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-clear oral discharge-na" "no" "yes-r" "no" "no" "yes" "yes-minimal-increase-nr, yes-minimal-increase-nr, yes-minimal-increase-nr" "liver, thyroid gland, parathyroid gland" "no"
"470" "Study 110" "Compound 21" "Neuroscience" "sm" "oral gavage" "rat" 4 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"471" "Study 110" "Compound 21" "Neuroscience" "sm" "oral gavage" "rat" 4 "30" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"472" "Study 110" "Compound 21" "Neuroscience" "sm" "oral gavage" "rat" 4 "100" "NA" "day" "NA" "no" "NA" "yes" "no" "no" "no" "no" "yes-salivation-r" "no" "yes-r" "yes-increase-r" "liver" "ayes" "yes-increase-r,yes-increase-r" "liver,kidney" "no"
"473" "Study 110" "Compound 21" "Neuroscience" "sm" "oral gavage" "rat" 4 "300" "NA" "day" "NA" "no" "NA" "yes" "no" "yes-decrease-r" "no" "no" "yes-salivation-r" "no" "yes-r" "yes-increase-r" "liver" "ayes" "yes-increase-nr, yes-decrease-r, yes-increase-r, yes-increase-r" "liver,thymus gland,adrenal gland,kidney" "no"
"474" "Study 111" "Compound 21" "Neuroscience" "sm" "oral gavage" "dog" 4 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"475" "Study 111" "Compound 21" "Neuroscience" "sm" "oral gavage" "dog" 4 "25" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-vomitus-r" "no" "no" "no" "no" "no" "no" "no" "no"
"476" "Study 111" "Compound 21" "Neuroscience" "sm" "oral gavage" "dog" 4 "50" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-vomitus-r,yes-salivation-r" "no" "no" "no" "no" "yes" "no" "no" "no"
"477" "Study 111" "Compound 21" "Neuroscience" "sm" "oral gavage" "dog" 4 "75" "NA" "day" "NA" "no" "NA" "yes" "yes-decrease-r" "no" "no" "ayes-convulsions-r" "yes-vomitus-r, yes-abnormal shape_surfacefeces-r, yes-diarrhea-r,yes-salivation-r" "no" "yes-r" "no" "no" "yes" "no" "no" "yes-mild-increased heart rate-r"
"478" "Study 112" "Compound 22" "Neuroscience" "sm" "oral gavage" "rat" 26 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"479" "Study 112" "Compound 22" "Neuroscience" "sm" "oral gavage" "rat" 26 "5 male & 20 female" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"480" "Study 112" "Compound 22" "Neuroscience" "sm" "oral gavage" "rat" 26 "20 male & 60 female" "NA" "day" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "no" "yes-increase-nr, yes-abnormal shape_surface-nr" "kidney, kidney" "ayes" "yes-increase-r, yes-increase-r, yes-increase-r" "liver,thyroid gland,parathyroid gland" "no"
"481" "Study 112" "Compound 22" "Neuroscience" "sm" "oral gavage" "rat" 26 "60 male &  160/120 female" "NA" "day" "160 (unscheduled sacrifices)" "no" "NA" "yes" "no" "no" "yes" "no" "no" "yes-morbidity-na" "yes-r" "yes-abnormal shape_surface-nr, yes-calculus-nr, yes-discoloration-nr, yes-increase-nr,yes-increase-nr, yes- discoloration-nr" "kidney, kidney, kidney, kidney ,thyroid gland, lung" "ayes" "yes-increase-nr, yes-increase-r, yes-increase-nr, yes-increase-nr, yes-decrease-r" "kidney,liver,thyroid gland,parathyroid gland,adrenal gland" "no"
"482" "Study 113" "Compound 22" "Neuroscience" "sm" "oral" "dog" 8 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"483" "Study 113" "Compound 22" "Neuroscience" "sm" "oral" "dog" 8 "3" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"484" "Study 113" "Compound 22" "Neuroscience" "sm" "oral" "dog" 8 "30" "NA" "day" "NA" "no" "NA" "yes" "ayes-mild-decrease-r" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "ayes-marked-increased heart rate-r"
"485" "Study 113" "Compound 22" "Neuroscience" "sm" "oral" "dog" 8 "60/80" "NA" "day" "NA" "no" "NA" "yes" "ayes-mild-decrease-r" "no" "no" "ayes-abnormal gait-r, ayes-hypoactivity-r, ayes-tremor-r" "no" "no" "yes-r" "no" "no" "ayes" "no" "no" "ayes-marked-increased heart rate-r"
"486" "Study 114" "Compound 22" "Neuroscience" "sm" "oral" "dog" 43 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"487" "Study 114" "Compound 22" "Neuroscience" "sm" "oral" "dog" 43 "1" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"488" "Study 114" "Compound 22" "Neuroscience" "sm" "oral" "dog" 43 "10" "NA" "day" "NA" "yes" "both" "no" "no" "yes-decrease-r" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"489" "Study 114" "Compound 22" "Neuroscience" "sm" "oral" "dog" 43 "80/60" "NA" "day" "80 (unscheduled death)" "no" "NA" "yes" "ayes-decrease-r_tr" "ayes-decrease-r" "yes" "ayes-abnormal gait-r, ayes-tremor-r, ayes-hypoactivity-r, ayes-abnormal posture-r" "no" "ayes-irregular respiration-r, ayes-partially closed or closed eyes-r" "ayes-pancytopenia" "no" "no" "no" "yes-increase-r" "liver" "no"
"490" "Study 115" "Compound 22" "Neuroscience" "sm" "oral gavage" "mouse" 4 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" NA "no" "no" "no" "no" "no" "no"
"491" "Study 115" "Compound 22" "Neuroscience" "sm" "oral gavage" "mouse" 4 "20" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"492" "Study 115" "Compound 22" "Neuroscience" "sm" "oral gavage" "mouse" 4 "100" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
